Frequency (MHz),CISPR11_RE_CLASS_B_Group_1,CISPR11_RE_CLASS_B_Group_1_Important,CISPR11_RE_CLASS_A_Group_1_up_to_20kVA]
267.189781,47,,57
267.2497835,47,,57
267.309786,47,,57
267.3697884,47,,57
267.4297909,47,,57
267.4897934,47,,57
267.5497959,47,,57
267.6097983,47,,57
267.6698008,47,,57
267.7298033,47,,57
267.7898058,47,,57
267.8498082,47,,57
267.9098107,47,,57
267.9698132,47,,57
268.0298157,47,,57
268.0898181,47,,57
268.1498206,47,,57
268.2098231,47,,57
268.2698256,47,,57
268.329828,47,,57
268.3898305,47,,57
268.449833,47,,57
268.5098355,47,,57
268.5698379,47,,57
268.6298404,47,,57
268.6898429,47,,57
268.7498454,47,,57
268.8098478,47,,57
268.8698503,47,,57
268.9298528,47,,57
268.9898553,47,,57
269.0498577,47,,57
269.1098602,47,,57
269.1698627,47,,57
269.2298651,47,,57
269.2898676,47,,57
269.3498701,47,,57
269.4098726,47,,57
269.469875,47,,57
269.5298775,47,,57
269.58988,47,,57
269.6498825,47,,57
269.7098849,47,,57
269.7698874,47,,57
269.8298899,47,,57
269.8898924,47,,57
269.9498948,47,,57
270.0098973,47,,57
270.0698998,47,,57
270.1299023,47,,57
270.1899047,47,,57
270.2499072,47,,57
270.3099097,47,,57
270.3699122,47,,57
270.4299146,47,,57
270.4899171,47,,57
270.5499196,47,,57
270.6099221,47,,57
270.6699245,47,,57
270.729927,47,,57
270.7899295,47,,57
270.849932,47,,57
270.9099344,47,,57
270.9699369,47,,57
271.0299394,47,,57
271.0899419,47,,57
271.1499443,47,,57
271.2099468,47,,57
271.2699493,47,,57
271.3299518,47,,57
271.3899542,47,,57
271.4499567,47,,57
271.5099592,47,,57
271.5699616,47,,57
271.6299641,47,,57
271.6899666,47,,57
271.7499691,47,,57
271.8099715,47,,57
271.869974,47,,57
271.9299765,47,,57
271.989979,47,,57
272.0499814,47,,57
272.1099839,47,,57
272.1699864,47,,57
272.2299889,47,,57
272.2899913,47,,57
272.3499938,47,,57
272.4099963,47,,57
272.4699988,47,,57
272.5300012,47,,57
272.5900037,47,,57
272.6500062,47,,57
272.7100087,47,,57
272.7700111,47,,57
272.8300136,47,,57
272.8900161,47,,57
272.9500186,47,,57
273.010021,47,,57
273.0700235,47,,57
273.130026,47,,57
273.1900285,47,,57
273.2500309,47,,57
273.3100334,47,,57
273.3700359,47,,57
273.4300384,47,,57
273.4900408,47,,57
273.5500433,47,,57
273.6100458,47,,57
273.6700482,47,,57
273.7300507,47,,57
273.7900532,47,,57
273.8500557,47,,57
273.9100581,47,,57
273.9700606,47,,57
274.0300631,47,,57
274.0900656,47,,57
274.150068,47,,57
274.2100705,47,,57
274.270073,47,,57
274.3300755,47,,57
274.3900779,47,,57
274.4500804,47,,57
274.5100829,47,,57
274.5700854,47,,57
274.6300878,47,,57
274.6900903,47,,57
274.7500928,47,,57
274.8100953,47,,57
274.8700977,47,,57
274.9301002,47,,57
274.9901027,47,,57
275.0501052,47,,57
275.1101076,47,,57
275.1701101,47,,57
275.2301126,47,,57
275.2901151,47,,57
275.3501175,47,,57
275.41012,47,,57
275.4701225,47,,57
275.530125,47,,57
275.5901274,47,,57
275.6501299,47,,57
275.7101324,47,,57
275.7701349,47,,57
275.8301373,47,,57
275.8901398,47,,57
275.9501423,47,,57
276.0101447,47,,57
276.0701472,47,,57
276.1301497,47,,57
276.1901522,47,,57
276.2501546,47,,57
276.3101571,47,,57
276.3701596,47,,57
276.4301621,47,,57
276.4901645,47,,57
276.550167,47,,57
276.6101695,47,,57
276.670172,47,,57
276.7301744,47,,57
276.7901769,47,,57
276.8501794,47,,57
276.9101819,47,,57
276.9701843,47,,57
277.0301868,47,,57
277.0901893,47,,57
277.1501918,47,,57
277.2101942,47,,57
277.2701967,47,,57
277.3301992,47,,57
277.3902017,47,,57
277.4502041,47,,57
277.5102066,47,,57
277.5702091,47,,57
277.6302116,47,,57
277.690214,47,,57
277.7502165,47,,57
277.810219,47,,57
277.8702215,47,,57
277.9302239,47,,57
277.9902264,47,,57
278.0502289,47,,57
278.1102313,47,,57
278.1702338,47,,57
278.2302363,47,,57
278.2902388,47,,57
278.3502412,47,,57
278.4102437,47,,57
278.4702462,47,,57
278.5302487,47,,57
278.5902511,47,,57
278.6502536,47,,57
278.7102561,47,,57
278.7702586,47,,57
278.830261,47,,57
278.8902635,47,,57
278.950266,47,,57
279.0102685,47,,57
279.0702709,47,,57
279.1302734,47,,57
279.1902759,47,,57
279.2502784,47,,57
279.3102808,47,,57
279.3702833,47,,57
279.4302858,47,,57
279.4902883,47,,57
279.5502907,47,,57
279.6102932,47,,57
279.6702957,47,,57
279.7302982,47,,57
279.7903006,47,,57
279.8503031,47,,57
279.9103056,47,,57
279.9703081,47,,57
280.0303105,47,,57
280.090313,47,,57
280.1503155,47,,57
280.210318,47,,57
280.2703204,47,,57
280.3303229,47,,57
280.3903254,47,,57
280.4503278,47,,57
280.5103303,47,,57
280.5703328,47,,57
280.6303353,47,,57
280.6903377,47,,57
280.7503402,47,,57
280.8103427,47,,57
280.8703452,47,,57
280.9303476,47,,57
280.9903501,47,,57
281.0503526,47,,57
281.1103551,47,,57
281.1703575,47,,57
281.23036,47,,57
281.2903625,47,,57
281.350365,47,,57
281.4103674,47,,57
281.4703699,47,,57
281.5303724,47,,57
281.5903749,47,,57
281.6503773,47,,57
281.7103798,47,,57
281.7703823,47,,57
281.8303848,47,,57
281.8903872,47,,57
281.9503897,47,,57
282.0103922,47,,57
282.0703947,47,,57
282.1303971,47,,57
282.1903996,47,,57
282.2504021,47,,57
282.3104046,47,,57
282.370407,47,,57
282.4304095,47,,57
282.490412,47,,57
282.5504145,47,,57
282.6104169,47,,57
282.6704194,47,,57
282.7304219,47,,57
282.7904243,47,,57
282.8504268,47,,57
282.9104293,47,,57
282.9704318,47,,57
283.0304342,47,,57
283.0904367,47,,57
283.1504392,47,,57
283.2104417,47,,57
283.2704441,47,,57
283.3304466,47,,57
283.3904491,47,,57
283.4504516,47,,57
283.510454,47,,57
283.5704565,47,,57
283.630459,47,,57
283.6904615,47,,57
283.7504639,47,,57
283.8104664,47,,57
283.8704689,47,,57
283.9304714,47,,57
283.9904738,47,,57
284.0504763,47,,57
284.1104788,47,,57
284.1704813,47,,57
284.2304837,47,,57
284.2904862,47,,57
284.3504887,47,,57
284.4104912,47,,57
284.4704936,47,,57
284.5304961,47,,57
284.5904986,47,,57
284.6505011,47,,57
284.7105035,47,,57
284.770506,47,,57
284.8305085,47,,57
284.8905109,47,,57
284.9505134,47,,57
285.0105159,47,,57
285.0705184,47,,57
285.1305208,47,,57
285.1905233,47,,57
285.2505258,47,,57
285.3105283,47,,57
285.3705307,47,,57
285.4305332,47,,57
285.4905357,47,,57
285.5505382,47,,57
285.6105406,47,,57
285.6705431,47,,57
285.7305456,47,,57
285.7905481,47,,57
285.8505505,47,,57
285.910553,47,,57
285.9705555,47,,57
286.030558,47,,57
286.0905604,47,,57
286.1505629,47,,57
286.2105654,47,,57
286.2705679,47,,57
286.3305703,47,,57
286.3905728,47,,57
286.4505753,47,,57
286.5105778,47,,57
286.5705802,47,,57
286.6305827,47,,57
286.6905852,47,,57
286.7505877,47,,57
286.8105901,47,,57
286.8705926,47,,57
286.9305951,47,,57
286.9905976,47,,57
287.0506,47,,57
287.1106025,47,,57
287.170605,47,,57
287.2306074,47,,57
287.2906099,47,,57
287.3506124,47,,57
287.4106149,47,,57
287.4706173,47,,57
287.5306198,47,,57
287.5906223,47,,57
287.6506248,47,,57
287.7106272,47,,57
287.7706297,47,,57
287.8306322,47,,57
287.8906347,47,,57
287.9506371,47,,57
288.0106396,47,,57
288.0706421,47,,57
288.1306446,47,,57
288.190647,47,,57
288.2506495,47,,57
288.310652,47,,57
288.3706545,47,,57
288.4306569,47,,57
288.4906594,47,,57
288.5506619,47,,57
288.6106644,47,,57
288.6706668,47,,57
288.7306693,47,,57
288.7906718,47,,57
288.8506743,47,,57
288.9106767,47,,57
288.9706792,47,,57
289.0306817,47,,57
289.0906842,47,,57
289.1506866,47,,57
289.2106891,47,,57
289.2706916,47,,57
289.330694,47,,57
289.3906965,47,,57
289.450699,47,,57
289.5107015,47,,57
289.5707039,47,,57
289.6307064,47,,57
289.6907089,47,,57
289.7507114,47,,57
289.8107138,47,,57
289.8707163,47,,57
289.9307188,47,,57
289.9907213,47,,57
290.0507237,47,,57
290.1107262,47,,57
290.1707287,47,,57
290.2307312,47,,57
290.2907336,47,,57
290.3507361,47,,57
290.4107386,47,,57
290.4707411,47,,57
290.5307435,47,,57
290.590746,47,,57
290.6507485,47,,57
290.710751,47,,57
290.7707534,47,,57
290.8307559,47,,57
290.8907584,47,,57
290.9507609,47,,57
291.0107633,47,,57
291.0707658,47,,57
291.1307683,47,,57
291.1907708,47,,57
291.2507732,47,,57
291.3107757,47,,57
291.3707782,47,,57
291.4307807,47,,57
291.4907831,47,,57
291.5507856,47,,57
291.6107881,47,,57
291.6707905,47,,57
291.730793,47,,57
291.7907955,47,,57
291.850798,47,,57
291.9108004,47,,57
291.9708029,47,,57
292.0308054,47,,57
292.0908079,47,,57
292.1508103,47,,57
292.2108128,47,,57
292.2708153,47,,57
292.3308178,47,,57
292.3908202,47,,57
292.4508227,47,,57
292.5108252,47,,57
292.5708277,47,,57
292.6308301,47,,57
292.6908326,47,,57
292.7508351,47,,57
292.8108376,47,,57
292.87084,47,,57
292.9308425,47,,57
292.990845,47,,57
293.0508475,47,,57
293.1108499,47,,57
293.1708524,47,,57
293.2308549,47,,57
293.2908574,47,,57
293.3508598,47,,57
293.4108623,47,,57
293.4708648,47,,57
293.5308673,47,,57
293.5908697,47,,57
293.6508722,47,,57
293.7108747,47,,57
293.7708771,47,,57
293.8308796,47,,57
293.8908821,47,,57
293.9508846,47,,57
294.010887,47,,57
294.0708895,47,,57
294.130892,47,,57
294.1908945,47,,57
294.2508969,47,,57
294.3108994,47,,57
294.3709019,47,,57
294.4309044,47,,57
294.4909068,47,,57
294.5509093,47,,57
294.6109118,47,,57
294.6709143,47,,57
294.7309167,47,,57
294.7909192,47,,57
294.8509217,47,,57
294.9109242,47,,57
294.9709266,47,,57
295.0309291,47,,57
295.0909316,47,,57
295.1509341,47,,57
295.2109365,47,,57
295.270939,47,,57
295.3309415,47,,57
295.390944,47,,57
295.4509464,47,,57
295.5109489,47,,57
295.5709514,47,,57
295.6309539,47,,57
295.6909563,47,,57
295.7509588,47,,57
295.8109613,47,,57
295.8709638,47,,57
295.9309662,47,,57
295.9909687,47,,57
296.0509712,47,,57
296.1109736,47,,57
296.1709761,47,,57
296.2309786,47,,57
296.2909811,47,,57
296.3509835,47,,57
296.410986,47,,57
296.4709885,47,,57
296.530991,47,,57
296.5909934,47,,57
296.6509959,47,,57
296.7109984,47,,57
296.7710009,47,,57
296.8310033,47,,57
296.8910058,47,,57
296.9510083,47,,57
297.0110108,47,,57
297.0710132,47,,57
297.1310157,47,,57
297.1910182,47,,57
297.2510207,47,,57
297.3110231,47,,57
297.3710256,47,,57
297.4310281,47,,57
297.4910306,47,,57
297.551033,47,,57
297.6110355,47,,57
297.671038,47,,57
297.7310405,47,,57
297.7910429,47,,57
297.8510454,47,,57
297.9110479,47,,57
297.9710504,47,,57
298.0310528,47,,57
298.0910553,47,,57
298.1510578,47,,57
298.2110602,47,,57
298.2710627,47,,57
298.3310652,47,,57
298.3910677,47,,57
298.4510701,47,,57
298.5110726,47,,57
298.5710751,47,,57
298.6310776,47,,57
298.69108,47,,57
298.7510825,47,,57
298.811085,47,,57
298.8710875,47,,57
298.9310899,47,,57
298.9910924,47,,57
299.0510949,47,,57
299.1110974,47,,57
299.1710998,47,,57
299.2311023,47,,57
299.2911048,47,,57
299.3511073,47,,57
299.4111097,47,,57
299.4711122,47,,57
299.5311147,47,,57
299.5911172,47,,57
299.6511196,47,,57
299.7111221,47,,57
299.7711246,47,,57
299.8311271,47,,57
299.8911295,47,,57
299.951132,47,,57
300.0111345,47,,57
300.071137,47,,57
300.1311394,47,,57
300.1911419,47,,57
300.2511444,47,,57
300.3111469,47,,57
300.3711493,47,,57
300.4311518,47,,57
300.4911543,47,,57
300.5511567,47,,57
300.6111592,47,,57
300.6711617,47,,57
300.7311642,47,,57
300.7911666,47,,57
300.8511691,47,,57
300.9111716,47,,57
300.9711741,47,,57
301.0311765,47,,57
301.091179,47,,57
301.1511815,47,,57
301.211184,47,,57
301.2711864,47,,57
301.3311889,47,,57
301.3911914,47,,57
301.4511939,47,,57
301.5111963,47,,57
301.5711988,47,,57
301.6312013,47,,57
301.6912038,47,,57
301.7512062,47,,57
301.8112087,47,,57
301.8712112,47,,57
301.9312137,47,,57
301.9912161,47,,57
302.0512186,47,,57
302.1112211,47,,57
302.1712236,47,,57
302.231226,47,,57
302.2912285,47,,57
302.351231,47,,57
302.4112335,47,,57
302.4712359,47,,57
302.5312384,47,,57
302.5912409,47,,57
302.6512434,47,,57
302.7112458,47,,57
302.7712483,47,,57
302.8312508,47,,57
302.8912532,47,,57
302.9512557,47,,57
303.0112582,47,,57
303.0712607,47,,57
303.1312631,47,,57
303.1912656,47,,57
303.2512681,47,,57
303.3112706,47,,57
303.371273,47,,57
303.4312755,47,,57
303.491278,47,,57
303.5512805,47,,57
303.6112829,47,,57
303.6712854,47,,57
303.7312879,47,,57
303.7912904,47,,57
303.8512928,47,,57
303.9112953,47,,57
303.9712978,47,,57
304.0313003,47,,57
304.0913027,47,,57
304.1513052,47,,57
304.2113077,47,,57
304.2713102,47,,57
304.3313126,47,,57
304.3913151,47,,57
304.4513176,47,,57
304.5113201,47,,57
304.5713225,47,,57
304.631325,47,,57
304.6913275,47,,57
304.75133,47,,57
304.8113324,47,,57
304.8713349,47,,57
304.9313374,47,,57
304.9913398,47,,57
305.0513423,47,,57
305.1113448,47,,57
305.1713473,47,,57
305.2313497,47,,57
305.2913522,47,,57
305.3513547,47,,57
305.4113572,47,,57
305.4713596,47,,57
305.5313621,47,,57
305.5913646,47,,57
305.6513671,47,,57
305.7113695,47,,57
305.771372,47,,57
305.8313745,47,,57
305.891377,47,,57
305.9513794,47,,57
306.0113819,47,,57
306.0713844,47,,57
306.1313869,47,,57
306.1913893,47,,57
306.2513918,47,,57
306.3113943,47,,57
306.3713968,47,,57
306.4313992,47,,57
306.4914017,47,,57
306.5514042,47,,57
306.6114067,47,,57
306.6714091,47,,57
306.7314116,47,,57
306.7914141,47,,57
306.8514166,47,,57
306.911419,47,,57
306.9714215,47,,57
307.031424,47,,57
307.0914265,47,,57
307.1514289,47,,57
307.2114314,47,,57
307.2714339,47,,57
307.3314363,47,,57
307.3914388,47,,57
307.4514413,47,,57
307.5114438,47,,57
307.5714462,47,,57
307.6314487,47,,57
307.6914512,47,,57
307.7514537,47,,57
307.8114561,47,,57
307.8714586,47,,57
307.9314611,47,,57
307.9914636,47,,57
308.051466,47,,57
308.1114685,47,,57
308.171471,47,,57
308.2314735,47,,57
308.2914759,47,,57
308.3514784,47,,57
308.4114809,47,,57
308.4714834,47,,57
308.5314858,47,,57
308.5914883,47,,57
308.6514908,47,,57
308.7114933,47,,57
308.7714957,47,,57
308.8314982,47,,57
308.8915007,47,,57
308.9515032,47,,57
309.0115056,47,,57
309.0715081,47,,57
309.1315106,47,,57
309.1915131,47,,57
309.2515155,47,,57
309.311518,47,,57
309.3715205,47,,57
309.4315229,47,,57
309.4915254,47,,57
309.5515279,47,,57
309.6115304,47,,57
309.6715328,47,,57
309.7315353,47,,57
309.7915378,47,,57
309.8515403,47,,57
309.9115427,47,,57
309.9715452,47,,57
310.0315477,47,,57
310.0915502,47,,57
310.1515526,47,,57
310.2115551,47,,57
310.2715576,47,,57
310.3315601,47,,57
310.3915625,47,,57
310.451565,47,,57
310.5115675,47,,57
310.57157,47,,57
310.6315724,47,,57
310.6915749,47,,57
310.7515774,47,,57
310.8115799,47,,57
310.8715823,47,,57
310.9315848,47,,57
310.9915873,47,,57
311.0515898,47,,57
311.1115922,47,,57
311.1715947,47,,57
311.2315972,47,,57
311.2915997,47,,57
311.3516021,47,,57
311.4116046,47,,57
311.4716071,47,,57
311.5316096,47,,57
311.591612,47,,57
311.6516145,47,,57
311.711617,47,,57
311.7716194,47,,57
311.8316219,47,,57
311.8916244,47,,57
311.9516269,47,,57
312.0116293,47,,57
312.0716318,47,,57
312.1316343,47,,57
312.1916368,47,,57
312.2516392,47,,57
312.3116417,47,,57
312.3716442,47,,57
312.4316467,47,,57
312.4916491,47,,57
312.5516516,47,,57
312.6116541,47,,57
312.6716566,47,,57
312.731659,47,,57
312.7916615,47,,57
312.851664,47,,57
312.9116665,47,,57
312.9716689,47,,57
313.0316714,47,,57
313.0916739,47,,57
313.1516764,47,,57
313.2116788,47,,57
313.2716813,47,,57
313.3316838,47,,57
313.3916863,47,,57
313.4516887,47,,57
313.5116912,47,,57
313.5716937,47,,57
313.6316962,47,,57
313.6916986,47,,57
313.7517011,47,,57
313.8117036,47,,57
313.871706,47,,57
313.9317085,47,,57
313.991711,47,,57
314.0517135,47,,57
314.1117159,47,,57
314.1717184,47,,57
314.2317209,47,,57
314.2917234,47,,57
314.3517258,47,,57
314.4117283,47,,57
314.4717308,47,,57
314.5317333,47,,57
314.5917357,47,,57
314.6517382,47,,57
314.7117407,47,,57
314.7717432,47,,57
314.8317456,47,,57
314.8917481,47,,57
314.9517506,47,,57
315.0117531,47,,57
315.0717555,47,,57
315.131758,47,,57
315.1917605,47,,57
315.251763,47,,57
315.3117654,47,,57
315.3717679,47,,57
315.4317704,47,,57
315.4917729,47,,57
315.5517753,47,,57
315.6117778,47,,57
315.6717803,47,,57
315.7317828,47,,57
315.7917852,47,,57
315.8517877,47,,57
315.9117902,47,,57
315.9717927,47,,57
316.0317951,47,,57
316.0917976,47,,57
316.1518001,47,,57
316.2118025,47,,57
316.271805,47,,57
316.3318075,47,,57
316.39181,47,,57
316.4518124,47,,57
316.5118149,47,,57
316.5718174,47,,57
316.6318199,47,,57
316.6918223,47,,57
316.7518248,47,,57
316.8118273,47,,57
316.8718298,47,,57
316.9318322,47,,57
316.9918347,47,,57
317.0518372,47,,57
317.1118397,47,,57
317.1718421,47,,57
317.2318446,47,,57
317.2918471,47,,57
317.3518496,47,,57
317.411852,47,,57
317.4718545,47,,57
317.531857,47,,57
317.5918595,47,,57
317.6518619,47,,57
317.7118644,47,,57
317.7718669,47,,57
317.8318694,47,,57
317.8918718,47,,57
317.9518743,47,,57
318.0118768,47,,57
318.0718793,47,,57
318.1318817,47,,57
318.1918842,47,,57
318.2518867,47,,57
318.3118892,47,,57
318.3718916,47,,57
318.4318941,47,,57
318.4918966,47,,57
318.551899,47,,57
318.6119015,47,,57
318.671904,47,,57
318.7319065,47,,57
318.7919089,47,,57
318.8519114,47,,57
318.9119139,47,,57
318.9719164,47,,57
319.0319188,47,,57
319.0919213,47,,57
319.1519238,47,,57
319.2119263,47,,57
319.2719287,47,,57
319.3319312,47,,57
319.3919337,47,,57
319.4519362,47,,57
319.5119386,47,,57
319.5719411,47,,57
319.6319436,47,,57
319.6919461,47,,57
319.7519485,47,,57
319.811951,47,,57
319.8719535,47,,57
319.931956,47,,57
319.9919584,47,,57
320.0519609,47,,57
320.1119634,47,,57
320.1719659,47,,57
320.2319683,47,,57
320.2919708,47,,57
320.3519733,47,,57
320.4119758,47,,57
320.4719782,47,,57
320.5319807,47,,57
320.5919832,47,,57
320.6519856,47,,57
320.7119881,47,,57
320.7719906,47,,57
320.8319931,47,,57
320.8919955,47,,57
320.951998,47,,57
321.0120005,47,,57
321.072003,47,,57
321.1320054,47,,57
321.1920079,47,,57
321.2520104,47,,57
321.3120129,47,,57
321.3720153,47,,57
321.4320178,47,,57
321.4920203,47,,57
321.5520228,47,,57
321.6120252,47,,57
321.6720277,47,,57
321.7320302,47,,57
321.7920327,47,,57
321.8520351,47,,57
321.9120376,47,,57
321.9720401,47,,57
322.0320426,47,,57
322.092045,47,,57
322.1520475,47,,57
322.21205,47,,57
322.2720525,47,,57
322.3320549,47,,57
322.3920574,47,,57
322.4520599,47,,57
322.5120624,47,,57
322.5720648,47,,57
322.6320673,47,,57
322.6920698,47,,57
322.7520723,47,,57
322.8120747,47,,57
322.8720772,47,,57
322.9320797,47,,57
322.9920821,47,,57
323.0520846,47,,57
323.1120871,47,,57
323.1720896,47,,57
323.232092,47,,57
323.2920945,47,,57
323.352097,47,,57
323.4120995,47,,57
323.4721019,47,,57
323.5321044,47,,57
323.5921069,47,,57
323.6521094,47,,57
323.7121118,47,,57
323.7721143,47,,57
323.8321168,47,,57
323.8921193,47,,57
323.9521217,47,,57
324.0121242,47,,57
324.0721267,47,,57
324.1321292,47,,57
324.1921316,47,,57
324.2521341,47,,57
324.3121366,47,,57
324.3721391,47,,57
324.4321415,47,,57
324.492144,47,,57
324.5521465,47,,57
324.612149,47,,57
324.6721514,47,,57
324.7321539,47,,57
324.7921564,47,,57
324.8521589,47,,57
324.9121613,47,,57
324.9721638,47,,57
325.0321663,47,,57
325.0921687,47,,57
325.1521712,47,,57
325.2121737,47,,57
325.2721762,47,,57
325.3321786,47,,57
325.3921811,47,,57
325.4521836,47,,57
325.5121861,47,,57
325.5721885,47,,57
325.632191,47,,57
325.6921935,47,,57
325.752196,47,,57
325.8121984,47,,57
325.8722009,47,,57
325.9322034,47,,57
325.9922059,47,,57
326.0522083,47,,57
326.1122108,47,,57
326.1722133,47,,57
326.2322158,47,,57
326.2922182,47,,57
326.3522207,47,,57
326.4122232,47,,57
326.4722257,47,,57
326.5322281,47,,57
326.5922306,47,,57
326.6522331,47,,57
326.7122356,47,,57
326.772238,47,,57
326.8322405,47,,57
326.892243,47,,57
326.9522455,47,,57
327.0122479,47,,57
327.0722504,47,,57
327.1322529,47,,57
327.1922554,47,,57
327.2522578,47,,57
327.3122603,47,,57
327.3722628,47,,57
327.4322652,47,,57
327.4922677,47,,57
327.5522702,47,,57
327.6122727,47,,57
327.6722751,47,,57
327.7322776,47,,57
327.7922801,47,,57
327.8522826,47,,57
327.912285,47,,57
327.9722875,47,,57
328.03229,47,,57
328.0922925,47,,57
328.1522949,47,,57
328.2122974,47,,57
328.2722999,47,,57
328.3323024,47,,57
328.3923048,47,,57
328.4523073,47,,57
328.5123098,47,,57
328.5723123,47,,57
328.6323147,47,,57
328.6923172,47,,57
328.7523197,47,,57
328.8123222,47,,57
328.8723246,47,,57
328.9323271,47,,57
328.9923296,47,,57
329.0523321,47,,57
329.1123345,47,,57
329.172337,47,,57
329.2323395,47,,57
329.292342,47,,57
329.3523444,47,,57
329.4123469,47,,57
329.4723494,47,,57
329.5323518,47,,57
329.5923543,47,,57
329.6523568,47,,57
329.7123593,47,,57
329.7723617,47,,57
329.8323642,47,,57
329.8923667,47,,57
329.9523692,47,,57
330.0123716,47,,57
330.0723741,47,,57
330.1323766,47,,57
330.1923791,47,,57
330.2523815,47,,57
330.312384,47,,57
330.3723865,47,,57
330.432389,47,,57
330.4923914,47,,57
330.5523939,47,,57
330.6123964,47,,57
330.6723989,47,,57
330.7324013,47,,57
330.7924038,47,,57
330.8524063,47,,57
330.9124088,47,,57
330.9724112,47,,57
331.0324137,47,,57
331.0924162,47,,57
331.1524187,47,,57
331.2124211,47,,57
331.2724236,47,,57
331.3324261,47,,57
331.3924286,47,,57
331.452431,47,,57
331.5124335,47,,57
331.572436,47,,57
331.6324385,47,,57
331.6924409,47,,57
331.7524434,47,,57
331.8124459,47,,57
331.8724483,47,,57
331.9324508,47,,57
331.9924533,47,,57
332.0524558,47,,57
332.1124582,47,,57
332.1724607,47,,57
332.2324632,47,,57
332.2924657,47,,57
332.3524681,47,,57
332.4124706,47,,57
332.4724731,47,,57
332.5324756,47,,57
332.592478,47,,57
332.6524805,47,,57
332.712483,47,,57
332.7724855,47,,57
332.8324879,47,,57
332.8924904,47,,57
332.9524929,47,,57
333.0124954,47,,57
333.0724978,47,,57
333.1325003,47,,57
333.1925028,47,,57
333.2525053,47,,57
333.3125077,47,,57
333.3725102,47,,57
333.4325127,47,,57
333.4925152,47,,57
333.5525176,47,,57
333.6125201,47,,57
333.6725226,47,,57
333.7325251,47,,57
333.7925275,47,,57
333.85253,47,,57
333.9125325,47,,57
333.9725349,47,,57
334.0325374,47,,57
334.0925399,47,,57
334.1525424,47,,57
334.2125448,47,,57
334.2725473,47,,57
334.3325498,47,,57
334.3925523,47,,57
334.4525547,47,,57
334.5125572,47,,57
334.5725597,47,,57
334.6325622,47,,57
334.6925646,47,,57
334.7525671,47,,57
334.8125696,47,,57
334.8725721,47,,57
334.9325745,47,,57
334.992577,47,,57
335.0525795,47,,57
335.112582,47,,57
335.1725844,47,,57
335.2325869,47,,57
335.2925894,47,,57
335.3525919,47,,57
335.4125943,47,,57
335.4725968,47,,57
335.5325993,47,,57
335.5926018,47,,57
335.6526042,47,,57
335.7126067,47,,57
335.7726092,47,,57
335.8326117,47,,57
335.8926141,47,,57
335.9526166,47,,57
336.0126191,47,,57
336.0726216,47,,57
336.132624,47,,57
336.1926265,47,,57
336.252629,47,,57
336.3126314,47,,57
336.3726339,47,,57
336.4326364,47,,57
336.4926389,47,,57
336.5526413,47,,57
336.6126438,47,,57
336.6726463,47,,57
336.7326488,47,,57
336.7926512,47,,57
336.8526537,47,,57
336.9126562,47,,57
336.9726587,47,,57
337.0326611,47,,57
337.0926636,47,,57
337.1526661,47,,57
337.2126686,47,,57
337.272671,47,,57
337.3326735,47,,57
337.392676,47,,57
337.4526785,47,,57
337.5126809,47,,57
337.5726834,47,,57
337.6326859,47,,57
337.6926884,47,,57
337.7526908,47,,57
337.8126933,47,,57
337.8726958,47,,57
337.9326983,47,,57
337.9927007,47,,57
338.0527032,47,,57
338.1127057,47,,57
338.1727082,47,,57
338.2327106,47,,57
338.2927131,47,,57
338.3527156,47,,57
338.4127181,47,,57
338.4727205,47,,57
338.532723,47,,57
338.5927255,47,,57
338.6527279,47,,57
338.7127304,47,,57
338.7727329,47,,57
338.8327354,47,,57
338.8927378,47,,57
338.9527403,47,,57
339.0127428,47,,57
339.0727453,47,,57
339.1327477,47,,57
339.1927502,47,,57
339.2527527,47,,57
339.3127552,47,,57
339.3727576,47,,57
339.4327601,47,,57
339.4927626,47,,57
339.5527651,47,,57
339.6127675,47,,57
339.67277,47,,57
339.7327725,47,,57
339.792775,47,,57
339.8527774,47,,57
339.9127799,47,,57
339.9727824,47,,57
340.0327849,47,,57
340.0927873,47,,57
340.1527898,47,,57
340.2127923,47,,57
340.2727948,47,,57
340.3327972,47,,57
340.3927997,47,,57
340.4528022,47,,57
340.5128047,47,,57
340.5728071,47,,57
340.6328096,47,,57
340.6928121,47,,57
340.7528145,47,,57
340.812817,47,,57
340.8728195,47,,57
340.932822,47,,57
340.9928244,47,,57
341.0528269,47,,57
341.1128294,47,,57
341.1728319,47,,57
341.2328343,47,,57
341.2928368,47,,57
341.3528393,47,,57
341.4128418,47,,57
341.4728442,47,,57
341.5328467,47,,57
341.5928492,47,,57
341.6528517,47,,57
341.7128541,47,,57
341.7728566,47,,57
341.8328591,47,,57
341.8928616,47,,57
341.952864,47,,57
342.0128665,47,,57
342.072869,47,,57
342.1328715,47,,57
342.1928739,47,,57
342.2528764,47,,57
342.3128789,47,,57
342.3728814,47,,57
342.4328838,47,,57
342.4928863,47,,57
342.5528888,47,,57
342.6128913,47,,57
342.6728937,47,,57
342.7328962,47,,57
342.7928987,47,,57
342.8529012,47,,57
342.9129036,47,,57
342.9729061,47,,57
343.0329086,47,,57
343.092911,47,,57
343.1529135,47,,57
343.212916,47,,57
343.2729185,47,,57
343.3329209,47,,57
343.3929234,47,,57
343.4529259,47,,57
343.5129284,47,,57
343.5729308,47,,57
343.6329333,47,,57
343.6929358,47,,57
